Image name,Position,Region type,ID,Area [pixels],Perimeter [pixels],Eccentricity,Orientation [radians],Solidity,Extent,Major Axis Length [pixels],Minor Axis Length [pixels],Equivalent Diameter [pixels]
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,3,345.0,85.841,0.892,-1.375,0.943,0.548,33.332,15.047,20.959
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,4,262.0,74.113,0.855,-1.421,0.91,0.531,27.066,14.042,18.264
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,5,212.0,62.527,0.844,0.872,0.951,0.531,23.873,12.817,16.429
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,6,67.0,40.527,0.977,0.869,0.931,0.282,20.496,4.355,9.236
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,7,262.0,80.77,0.938,-1.4,0.903,0.52,33.117,11.508,18.264
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,8,399.0,79.598,0.369,-0.032,0.961,0.639,24.639,22.899,22.539
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,9,420.0,83.012,0.527,0.812,0.946,0.621,26.417,22.449,23.125
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,10,56.0,36.042,0.975,0.555,0.875,0.35,18.046,4.046,8.444
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,11,372.0,90.154,0.882,-0.869,0.928,0.429,33.891,15.976,21.763
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,12,387.0,85.355,0.747,0.078,0.933,0.586,28.965,19.246,22.198
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,13,499.0,90.083,0.604,0.872,0.965,0.615,29.678,23.649,25.206
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,14,414.0,107.048,0.947,0.146,0.898,0.497,43.722,14.077,22.959
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,15,290.0,96.491,0.97,0.138,0.89,0.496,41.577,10.124,19.216
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,16,410.0,95.012,0.895,-1.389,0.921,0.539,36.467,16.264,22.848
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,17,1.0,0.0,0.0,-0.785,1.0,1.0,0.0,0.0,1.128
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,18,214.0,74.391,0.938,-1.027,0.903,0.388,30.146,10.454,16.507
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,19,664.0,108.912,0.733,-1.385,0.949,0.608,37.391,25.419,29.076
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,20,653.0,119.154,0.893,-1.17,0.933,0.518,45.649,20.589,28.834
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,21,273.0,79.012,0.916,0.534,0.919,0.471,31.46,12.64,18.644
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,22,190.0,63.799,0.93,-0.171,0.927,0.64,26.762,9.82,15.554
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,23,404.0,89.184,0.838,0.515,0.944,0.567,32.702,17.854,22.68
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,24,667.0,121.74,0.892,-1.192,0.935,0.518,46.17,20.896,29.142
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,25,396.0,81.598,0.785,0.895,0.947,0.609,29.807,18.483,22.454
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,26,459.0,86.426,0.284,-0.179,0.948,0.63,25.98,24.907,24.175
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,27,89.0,37.349,0.804,-0.143,0.899,0.593,14.554,8.658,10.645
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,28,351.0,85.598,0.879,1.153,0.926,0.522,32.456,15.455,21.14
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,29,404.0,84.77,0.8,1.442,0.942,0.631,30.678,18.412,22.68
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,30,473.0,89.841,0.356,0.746,0.94,0.603,27.151,25.371,24.541
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,31,349.0,81.184,0.827,0.608,0.938,0.542,29.744,16.728,21.08
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,32,128.0,51.627,0.92,-0.32,0.883,0.485,21.426,8.393,12.766
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,33,400.0,81.841,0.639,-0.534,0.952,0.595,27.14,20.883,22.568
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,34,446.0,87.841,0.558,0.25,0.931,0.595,27.871,23.13,23.83
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,35,314.0,84.983,0.917,0.949,0.918,0.392,34.037,13.548,19.995
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,36,466.0,93.497,0.81,0.94,0.941,0.539,33.805,19.839,24.358
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,37,211.0,63.284,0.885,1.377,0.917,0.601,25.269,11.784,16.391
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,38,119.0,48.006,0.91,-1.271,0.908,0.515,20.276,8.402,12.309
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,39,101.0,48.178,0.956,1.415,0.863,0.526,22.276,6.567,11.34
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,40,223.0,65.698,0.868,1.382,0.949,0.613,25.27,12.543,16.85
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,41,151.0,58.87,0.95,1.275,0.91,0.508,25.86,8.086,13.866
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,42,119.0,49.627,0.902,-1.28,0.888,0.515,19.784,8.54,12.309
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,43,1.0,0.0,0.0,-0.785,1.0,1.0,0.0,0.0,1.128
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,44,4.0,2.0,1.0,1.571,1.0,1.0,4.472,0.0,2.257
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_left,void,45,1.0,0.0,0.0,-0.785,1.0,1.0,0.0,0.0,1.128
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,part,0,38388.0,4208.218,0.043,-0.626,0.761,0.707,276.421,276.16,221.082
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,1,102.0,40.935,0.862,1.37,0.927,0.667,16.832,8.524,11.396
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,2,81.0,39.899,0.929,-1.4,0.871,0.562,17.661,6.534,10.155
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,3,259.0,78.562,0.934,-1.412,0.912,0.514,32.258,11.561,18.16
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,4,171.0,56.178,0.871,1.535,0.924,0.62,22.393,11.004,14.755
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,5,107.0,46.284,0.927,0.911,0.922,0.45,19.841,7.45,11.672
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,6,198.0,73.87,0.958,-1.405,0.896,0.529,31.41,9.006,15.878
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,7,319.0,71.355,0.456,0.787,0.949,0.63,22.431,19.963,20.153
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,8,359.0,77.012,0.64,1.009,0.952,0.6,25.591,19.669,21.38
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,9,369.0,89.74,0.902,-0.938,0.916,0.414,35.092,15.126,21.675
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,10,282.0,73.113,0.809,0.271,0.925,0.58,26.212,15.397,18.949
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,11,413.0,85.048,0.723,0.844,0.947,0.567,28.928,19.983,22.931
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,12,67.0,39.042,0.971,-0.521,0.882,0.358,19.077,4.567,9.236
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,13,367.0,90.77,0.909,-1.386,0.913,0.551,35.631,14.815,21.617
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,14,203.0,74.805,0.958,-1.024,0.898,0.368,31.979,9.199,16.077
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,15,268.0,90.148,0.964,0.177,0.89,0.456,38.147,10.182,18.472
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,16,171.0,75.42,0.98,0.153,0.859,0.462,35.004,6.953,14.755
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,17,637.0,107.74,0.766,-1.382,0.949,0.59,37.569,24.142,28.479
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,18,587.0,110.326,0.883,-1.186,0.941,0.538,42.29,19.827,27.338
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,19,16.0,15.0,0.978,-0.229,0.8,0.593,9.833,2.044,4.514
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,20,314.0,78.184,0.884,0.638,0.952,0.529,30.981,14.46,19.995
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,21,481.0,93.841,0.763,0.605,0.96,0.594,32.739,21.161,24.747
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,22,389.0,81.012,0.783,0.96,0.953,0.626,29.417,18.303,22.255
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,23,594.0,111.497,0.876,-1.219,0.938,0.544,42.076,20.272,27.501
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,24,385.0,79.941,0.568,0.202,0.944,0.644,25.649,21.102,22.14
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,25,32.0,23.207,0.977,-0.084,0.914,0.762,14.251,3.015,6.383
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,26,9.0,9.621,0.98,-0.2,0.692,0.429,8.156,1.616,3.385
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,27,362.0,84.184,0.861,1.166,0.94,0.556,31.713,16.149,21.469
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,28,373.0,79.355,0.764,1.433,0.947,0.643,28.317,18.284,21.793
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,29,11.0,9.414,0.872,-0.304,0.917,0.733,5.406,2.646,3.742
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,30,419.0,86.184,0.59,0.183,0.939,0.602,27.528,22.222,23.097
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,31,439.0,86.77,0.707,0.63,0.961,0.625,29.646,20.978,23.642
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,32,337.0,87.569,0.895,0.93,0.918,0.403,33.471,14.962,20.714
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,33,376.0,80.426,0.714,-0.472,0.94,0.584,27.596,19.316,21.88
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,34,404.0,85.012,0.697,0.044,0.94,0.592,28.413,20.369,22.68
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,35,65.0,37.349,0.959,-0.309,0.844,0.451,17.901,5.063,9.097
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,36,534.0,98.083,0.745,0.969,0.95,0.578,34.021,22.697,26.075
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,37,55.0,37.006,0.975,0.539,0.846,0.333,18.545,4.098,8.368
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,38,217.0,62.527,0.86,1.332,0.935,0.596,24.644,12.567,16.622
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,39,18.0,9.657,0.973,0.785,1.0,0.367,9.933,2.288,4.787
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,40,116.0,47.456,0.866,-1.196,0.892,0.509,18.356,9.189,12.153
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,41,116.0,53.592,0.951,1.476,0.872,0.558,23.348,7.252,12.153
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,42,254.0,66.527,0.811,1.36,0.958,0.627,24.896,14.577,17.983
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,43,189.0,64.355,0.913,1.208,0.904,0.467,25.66,10.484,15.513
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,44,50.0,28.385,0.922,0.776,0.877,0.413,13.45,5.222,7.979
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,45,126.0,47.87,0.87,-1.188,0.926,0.525,19.08,9.391,12.666
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,46,19.0,14.45,0.974,1.219,0.76,0.38,10.61,2.419,4.918
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,top_right,void,47,42.0,30.485,0.977,1.315,0.875,0.525,16.139,3.477,7.313
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,part,0,38065.0,4218.502,0.12,-0.672,0.752,0.72,278.54,276.525,220.15
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,1,158.0,53.213,0.83,1.183,0.929,0.608,20.448,11.402,14.184
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,2,134.0,53.178,0.907,-1.268,0.899,0.554,21.433,9.029,13.062
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,3,364.0,89.255,0.887,-1.438,0.945,0.549,33.933,15.638,21.528
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,4,251.0,69.042,0.822,-1.5,0.93,0.603,25.272,14.387,17.877
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,5,162.0,54.87,0.88,0.838,0.953,0.529,21.793,10.338,14.362
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,6,278.0,84.148,0.941,-1.408,0.908,0.523,34.469,11.703,18.814
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,7,385.0,78.184,0.447,0.44,0.958,0.642,24.583,21.991,22.14
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,8,416.0,82.669,0.603,0.874,0.954,0.593,27.112,21.632,23.015
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,9,430.0,94.776,0.875,-0.946,0.933,0.452,35.691,17.266,23.399
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,10,319.0,78.491,0.817,0.171,0.93,0.579,28.406,16.372,20.153
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,11,467.0,88.083,0.644,0.803,0.951,0.596,29.235,22.371,24.384
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,12,94.0,47.698,0.966,-0.493,0.904,0.373,22.354,5.773,10.94
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,13,188.0,80.042,0.98,0.164,0.887,0.495,36.342,7.3,15.472
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,14,291.0,93.941,0.963,0.185,0.89,0.472,39.844,10.775,19.249
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,15,412.0,96.426,0.9,-1.374,0.904,0.528,37.206,16.19,22.904
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,16,245.0,79.805,0.941,-1.064,0.914,0.403,32.509,10.991,17.662
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,17,667.0,109.74,0.751,-1.362,0.946,0.596,38.029,25.12,29.142
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,18,22.0,16.621,0.97,-0.157,0.846,0.667,10.752,2.597,5.293
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,19,605.0,113.154,0.887,-1.111,0.921,0.514,43.312,19.978,27.754
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,20,328.0,85.012,0.914,0.633,0.934,0.475,34.061,13.856,20.436
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,21,483.0,96.426,0.811,0.633,0.943,0.559,34.666,20.304,24.799
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,22,611.0,112.912,0.884,-1.154,0.936,0.539,43.241,20.231,27.892
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,23,380.0,80.184,0.559,-0.16,0.936,0.612,25.492,21.14,21.996
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,24,45.0,33.036,0.985,-0.142,0.849,0.625,18.61,3.226,7.569
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,25,409.0,83.841,0.792,0.958,0.953,0.609,30.451,18.591,22.82
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,26,12.0,10.243,0.943,-0.126,0.706,0.571,7.231,2.414,3.909
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,27,9.0,7.414,0.959,-0.357,0.643,0.375,7.428,2.117,3.385
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,28,352.0,85.012,0.878,1.186,0.924,0.524,32.327,15.46,21.17
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,29,371.0,80.77,0.777,1.528,0.932,0.618,28.749,18.085,21.734
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,30,385.0,81.841,0.421,-0.031,0.939,0.57,24.743,22.448,22.14
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,31,428.0,89.841,0.774,0.713,0.939,0.546,30.982,19.635,23.344
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,32,42.0,30.107,0.974,-0.353,0.824,0.4,15.954,3.614,7.313
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,33,352.0,77.255,0.727,-0.523,0.951,0.567,26.925,18.484,21.17
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,34,374.0,80.77,0.656,-0.062,0.93,0.607,26.699,20.144,21.822
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,35,334.0,85.397,0.914,0.952,0.928,0.401,34.831,14.155,20.622
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,36,509.0,98.119,0.791,1.022,0.943,0.539,34.781,21.302,25.457
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,37,28.0,24.314,0.987,0.578,0.778,0.292,14.946,2.417,5.971
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,38,191.0,60.698,0.884,1.416,0.923,0.612,24.16,11.277,15.595
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,39,81.0,38.799,0.922,-1.153,0.89,0.476,16.971,6.584,10.155
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,40,95.0,47.556,0.958,1.463,0.88,0.59,21.684,6.244,10.998
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,41,204.0,61.698,0.863,1.455,0.911,0.581,24.111,12.198,16.116
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,42,146.0,57.663,0.941,1.295,0.901,0.51,24.747,8.344,13.634
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,43,13.0,12.207,0.987,0.972,0.722,0.271,10.272,1.673,4.068
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,44,80.0,39.385,0.922,-1.191,0.899,0.523,16.822,6.498,10.093
2024-03-26_14-12-26-386_MV540-H@xWyHvMbxwzDCYCHtB+sRAABl.bmp,bottom_right,void,45,7.0,5.414,0.993,1.357,0.7,0.5,8.184,0.967,2.985
2024-03-26_14-16-49-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABt.bmp,top_left,part,0,37868.0,4266.159,0.132,-0.442,0.746,0.677,279.666,277.236,219.579
2024-03-26_14-16-49-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABt.bmp,top_left,void,1,82.0,36.971,0.8,-1.485,0.891,0.607,13.795,8.273,10.218
2024-03-26_14-16-49-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABt.bmp,top_left,void,2,92.0,45.556,0.946,-1.408,0.868,0.548,20.172,6.568,10.823
2024-03-26_14-16-49-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABt.bmp,top_left,void,3,219.0,74.527,0.954,-1.36,0.905,0.495,32.07,9.665,16.698
2024-03-26_14-16-49-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABt.bmp,top_left,void,4,195.0,61.178,0.892,-1.561,0.92,0.65,24.66,11.134,15.757
2024-03-26_14-16-49-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABt.bmp,top_left,void,5,155.0,54.527,0.894,0.883,0.945,0.48,22.18,9.919,14.048
2024-03-26_14-16-49-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABt.bmp,top_left,void,6,186.0,72.491,0.96,-1.379,0.873,0.47,30.904,8.669,15.389
2024-03-26_14-16-49-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABt.bmp,top_left,void,7,360.0,76.184,0.231,1.047,0.945,0.625,22.899,22.279,21.409
2024-03-26_14-16-49-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABt.bmp,top_left,void,8,384.0,78.77,0.543,1.174,0.948,0.642,25.358,21.292,22.112
