Image name,Position,Region type,ID,Area [pixels],Perimeter [pixels],Eccentricity,Orientation [radians],Solidity,Extent,Major Axis Length [pixels],Minor Axis Length [pixels],Equivalent Diameter [pixels]
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,16,313.0,100.598,0.964,0.192,0.892,0.464,41.7,11.073,19.963
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,17,427.0,97.012,0.901,-1.37,0.914,0.547,37.816,16.4,23.317
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,18,268.0,83.634,0.934,-1.038,0.915,0.406,33.314,11.864,18.472
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,19,697.0,112.569,0.757,-1.357,0.953,0.586,39.021,25.506,29.79
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,20,626.0,116.569,0.892,-1.1,0.943,0.502,44.512,20.12,28.232
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,21,24.0,19.036,0.959,-0.189,0.828,0.6,10.682,3.033,5.528
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,22,330.0,85.841,0.91,0.651,0.935,0.458,33.935,14.043,20.498
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,23,619.0,114.326,0.89,-1.129,0.934,0.526,44.138,20.132,28.074
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,24,493.0,98.669,0.818,0.668,0.941,0.55,35.387,20.361,25.054
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,25,394.0,80.77,0.532,-0.163,0.943,0.634,25.584,21.656,22.398
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,26,42.0,31.45,0.985,-0.089,0.857,0.618,18.1,3.157,7.313
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,27,425.0,85.355,0.794,0.982,0.949,0.632,31.187,18.963,23.262
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,28,13.0,12.207,0.984,-0.111,0.867,0.722,9.419,1.653,4.068
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,29,13.0,11.207,0.941,-0.381,0.722,0.464,7.788,2.636,4.068
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,30,387.0,82.77,0.792,1.513,0.942,0.624,29.739,18.154,22.198
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,31,399.0,84.012,0.451,-0.203,0.939,0.57,25.509,22.762,22.539
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,32,371.0,87.598,0.882,1.234,0.928,0.546,33.575,15.829,21.734
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,33,431.0,88.462,0.787,0.76,0.954,0.55,31.485,19.434,23.426
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,34,42.0,32.314,0.981,-0.352,0.808,0.375,17.244,3.314,7.313
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,35,368.0,79.012,0.708,-0.576,0.944,0.593,27.098,19.128,21.646
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,36,380.0,80.426,0.624,-0.047,0.943,0.59,26.379,20.617,21.996
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,37,341.0,87.776,0.911,0.997,0.922,0.386,34.868,14.353,20.837
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,38,507.0,98.083,0.792,1.046,0.948,0.557,34.613,21.135,25.407
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,39,23.0,22.657,0.993,0.61,0.742,0.197,16.157,1.852,5.412
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,40,193.0,61.042,0.884,1.475,0.951,0.65,24.247,11.356,15.676
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,41,76.0,38.592,0.943,-1.141,0.864,0.422,17.723,5.922,9.837
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,42,104.0,48.728,0.963,1.455,0.867,0.594,23.403,6.298,11.507
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,43,210.0,61.87,0.866,1.47,0.968,0.648,24.418,12.19,16.352
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,44,84.0,39.213,0.917,-1.172,0.875,0.494,16.961,6.764,10.342
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,45,149.0,59.663,0.945,1.306,0.887,0.502,25.409,8.329,13.774
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,46,10.0,9.414,0.987,0.97,0.769,0.286,8.742,1.403,3.568
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,47,1.0,0.0,0.0,-0.785,1.0,1.0,0.0,0.0,1.128
2024-03-26_14-15-33-901_MV540-H@xWyHvMbxwzDCYCHtB+sRAABq.bmp,bottom_right,void,48,5.0,3.207,0.981,1.366,0.714,0.5,5.773,1.109,2.523
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,part,0,37304.0,4281.33,0.134,-0.402,0.739,0.673,279.585,277.078,217.938
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,1,101.0,47.556,0.939,-1.278,0.863,0.534,20.598,7.06,11.34
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,2,83.0,34.971,0.79,-1.245,0.933,0.659,13.504,8.287,10.28
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,3,205.0,64.213,0.893,-1.399,0.919,0.607,25.546,11.515,16.156
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,4,203.0,74.77,0.959,-1.232,0.879,0.396,31.923,9.043,16.077
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,5,168.0,56.87,0.884,1.053,0.928,0.533,22.657,10.597,14.625
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,6,13.0,12.828,0.994,0.916,0.722,0.206,12.284,1.31,4.068
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,7,363.0,76.184,0.232,-1.553,0.958,0.631,22.967,22.339,21.499
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,8,187.0,70.527,0.953,-1.256,0.895,0.431,29.681,8.957,15.43
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,9,384.0,79.012,0.488,1.316,0.953,0.618,24.949,21.775,22.112
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,10,21.0,20.657,0.994,0.748,0.808,0.191,15.59,1.754,5.171
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,11,377.0,82.527,0.722,0.293,0.933,0.612,28.069,19.42,21.909
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,12,480.0,89.497,0.657,1.068,0.95,0.596,29.902,22.531,24.722
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,13,312.0,82.912,0.912,-0.761,0.92,0.413,33.029,13.538,19.931
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,14,416.0,107.705,0.942,0.257,0.9,0.443,42.925,14.405,23.015
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,15,293.0,93.977,0.969,0.241,0.91,0.444,41.129,10.227,19.315
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,16,375.0,92.598,0.9,-1.247,0.908,0.507,35.384,15.419,21.851
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,17,172.0,67.634,0.959,-0.86,0.887,0.341,29.56,8.427,14.799
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,18,632.0,107.74,0.759,-1.234,0.952,0.574,37.297,24.294,28.367
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,19,635.0,116.569,0.892,-1.088,0.935,0.509,44.93,20.296,28.434
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,20,209.0,64.799,0.913,-0.007,0.917,0.645,26.532,10.82,16.313
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,21,639.0,117.74,0.894,-1.123,0.923,0.512,45.288,20.301,28.524
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,22,465.0,86.426,0.384,0.59,0.965,0.639,26.707,24.654,24.332
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,23,283.0,75.355,0.894,0.64,0.931,0.518,30.099,13.514,18.982
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,24,392.0,81.598,0.753,1.0,0.945,0.605,28.885,19.011,22.341
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,25,410.0,86.77,0.805,0.572,0.947,0.594,31.732,18.822,22.848
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,26,118.0,44.728,0.804,0.155,0.922,0.67,16.79,9.985,12.257
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,27,503.0,93.255,0.539,0.708,0.947,0.599,29.482,24.825,25.307
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,28,419.0,85.598,0.794,1.518,0.942,0.635,31.139,18.916,23.097
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,29,379.0,87.012,0.853,1.257,0.931,0.547,32.215,16.837,21.967
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,30,151.0,57.627,0.915,-0.172,0.904,0.549,23.225,9.368,13.866
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,31,436.0,83.841,0.636,-0.266,0.954,0.632,28.205,21.771,23.561
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,32,483.0,90.426,0.671,0.43,0.94,0.623,30.696,22.764,24.799
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,33,388.0,83.355,0.787,0.62,0.949,0.599,29.889,18.457,22.226
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,34,346.0,89.154,0.911,1.035,0.923,0.424,35.329,14.563,20.989
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,35,521.0,97.841,0.777,0.985,0.958,0.607,34.598,21.769,25.756
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,36,240.0,66.87,0.879,1.404,0.968,0.659,26.698,12.753,17.481
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,37,161.0,55.87,0.85,-1.218,0.904,0.523,20.856,10.984,14.318
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,38,279.0,71.698,0.846,1.36,0.959,0.641,27.432,14.643,18.848
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,39,119.0,51.763,0.943,-1.552,0.875,0.595,23.06,7.66,12.309
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,40,162.0,56.077,0.834,-1.203,0.905,0.526,20.499,11.309,14.362
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,41,204.0,67.113,0.928,1.304,0.927,0.541,27.705,10.294,16.116
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,42,19.0,18.899,0.986,0.965,0.826,0.271,12.005,2.001,4.918
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,43,2.0,0.0,1.0,1.571,1.0,1.0,2.0,0.0,1.596
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_left,void,44,40.0,28.657,0.983,1.431,0.784,0.556,17.112,3.113,7.136
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,part,0,38214.0,4215.916,0.128,-0.591,0.748,0.677,280.199,277.91,220.58
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,1,145.0,50.042,0.705,1.273,0.948,0.587,17.379,12.331,13.587
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,2,138.0,54.799,0.916,-1.333,0.89,0.545,22.277,8.912,13.255
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,3,329.0,83.012,0.895,-1.399,0.948,0.571,32.608,14.552,20.467
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,4,258.0,70.663,0.851,-1.464,0.915,0.593,26.607,13.981,18.124
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,5,207.0,60.527,0.845,0.867,0.963,0.548,23.226,12.436,16.235
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,6,64.0,39.113,0.975,0.853,0.928,0.286,19.737,4.402,9.027
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,7,253.0,77.113,0.934,-1.431,0.913,0.556,31.921,11.416,17.948
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,8,396.0,79.598,0.37,0.034,0.947,0.635,24.462,22.727,22.454
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,9,410.0,81.598,0.516,0.811,0.949,0.631,25.942,22.227,22.848
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,10,366.0,88.569,0.883,-0.925,0.934,0.437,33.532,15.721,21.587
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,11,55.0,36.006,0.969,0.523,0.833,0.367,17.175,4.24,8.368
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,12,382.0,84.77,0.759,0.081,0.929,0.579,29.224,19.035,22.054
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,13,501.0,91.497,0.594,0.888,0.956,0.596,29.533,23.751,25.257
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,14,400.0,108.462,0.949,0.124,0.897,0.471,43.554,13.76,22.568
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,15,287.0,96.491,0.97,0.109,0.891,0.531,41.628,10.048,19.116
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,16,209.0,72.805,0.941,-1.047,0.901,0.393,29.893,10.151,16.313
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,17,390.0,90.77,0.898,-1.39,0.924,0.586,35.613,15.678,22.284
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,18,641.0,106.326,0.738,-1.409,0.95,0.609,36.692,24.76,28.568
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,19,636.0,115.154,0.887,-1.201,0.942,0.535,44.22,20.397,28.457
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,20,255.0,75.941,0.919,0.506,0.927,0.489,30.502,12.032,18.019
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,21,395.0,89.598,0.847,0.49,0.929,0.537,32.902,17.479,22.426
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,22,198.0,63.592,0.922,-0.186,0.921,0.611,26.705,10.311,15.878
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,23,380.0,80.184,0.797,0.835,0.945,0.608,29.497,17.83,21.996
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,24,636.0,117.154,0.889,-1.226,0.93,0.535,44.567,20.377,28.457
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,25,451.0,85.841,0.265,-0.34,0.936,0.619,25.626,24.712,23.963
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,26,320.0,81.012,0.881,1.116,0.933,0.516,30.924,14.622,20.185
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,27,380.0,81.598,0.794,1.419,0.941,0.613,29.445,17.917,21.996
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,28,97.0,39.556,0.804,-0.137,0.933,0.647,15.108,8.975,11.113
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,29,338.0,79.77,0.824,0.55,0.934,0.549,29.034,16.434,20.745
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,30,460.0,89.841,0.343,0.714,0.935,0.587,26.812,25.184,24.201
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,31,127.0,51.627,0.919,-0.331,0.901,0.525,21.195,8.358,12.716
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,32,290.0,80.912,0.92,0.908,0.918,0.4,32.769,12.849,19.216
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,33,390.0,80.426,0.613,-0.574,0.951,0.602,26.435,20.888,22.284
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,34,443.0,92.912,0.827,0.904,0.935,0.513,33.65,18.93,23.75
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,35,429.0,85.841,0.575,0.246,0.937,0.592,27.496,22.496,23.371
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,36,192.0,63.113,0.904,1.326,0.919,0.547,25.311,10.839,15.635
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,37,81.0,43.935,0.959,1.364,0.827,0.482,20.341,5.785,10.155
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,38,110.0,46.627,0.909,-1.269,0.88,0.476,19.342,8.059,11.835
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,39,210.0,63.698,0.885,1.344,0.929,0.598,25.305,11.773,16.352
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,40,131.0,55.87,0.951,1.249,0.903,0.476,24.27,7.497,12.915
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,bottom_left,void,41,112.0,46.799,0.912,-1.324,0.889,0.56,19.426,7.989,11.942
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,part,0,37819.0,4301.23,0.039,1.278,0.752,0.721,276.783,276.576,219.437
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,1,100.0,40.935,0.84,1.493,0.926,0.654,16.005,8.692,11.284
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,2,88.0,41.521,0.932,-1.395,0.871,0.579,18.623,6.748,10.585
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,3,264.0,83.355,0.942,-1.377,0.889,0.476,33.796,11.336,18.334
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,4,180.0,59.006,0.875,1.563,0.9,0.577,23.222,11.256,15.139
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,5,114.0,46.042,0.922,0.928,0.905,0.447,20.247,7.859,12.048
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,6,204.0,77.113,0.958,-1.36,0.883,0.448,32.226,9.203,16.116
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,7,339.0,74.184,0.473,0.845,0.947,0.614,23.299,20.533,20.776
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,8,376.0,79.012,0.646,1.072,0.947,0.605,26.318,20.083,21.88
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,9,299.0,75.527,0.805,0.311,0.934,0.562,26.896,15.972,19.511
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,10,375.0,91.154,0.902,-0.909,0.933,0.434,35.29,15.234,21.851
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,11,430.0,84.669,0.713,0.884,0.951,0.591,29.263,20.512,23.399
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,12,71.0,42.87,0.977,-0.519,0.866,0.34,21.244,4.551,9.508
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,13,384.0,93.598,0.907,-1.351,0.921,0.532,36.323,15.326,22.112
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,14,284.0,93.941,0.963,0.197,0.893,0.451,39.296,10.552,19.016
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,15,210.0,77.219,0.955,-1.009,0.89,0.35,32.284,9.525,16.352
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,16,184.0,80.87,0.979,0.19,0.86,0.44,36.166,7.386,15.306
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,17,637.0,108.326,0.774,-1.365,0.948,0.59,37.913,24.003,28.479
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,18,605.0,112.326,0.88,-1.163,0.939,0.534,42.788,20.308,27.754
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,19,23.0,18.243,0.976,-0.268,0.742,0.418,12.078,2.606,5.412
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,20,324.0,79.598,0.887,0.669,0.945,0.522,31.688,14.646,20.311
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,21,601.0,112.326,0.878,-1.202,0.935,0.53,42.488,20.331,27.663
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,22,403.0,83.012,0.774,0.972,0.946,0.597,29.687,18.813,22.652
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,23,397.0,80.77,0.542,0.207,0.943,0.639,25.768,21.658,22.483
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,24,487.0,91.598,0.751,0.632,0.97,0.624,32.478,21.45,24.901
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,25,39.0,28.621,0.984,-0.066,0.929,0.812,16.534,2.976,7.047
2024-03-26_14-12-21-094_MV540-H@xWyHvMbxwzDCYCHtB+sRAABj.bmp,top_right,void,26,15.0,14.207,0.99,-0.193,0.75,0.455,11.852,1.656,4.37
